time_period,time_identifier,geographic_level,country_code,country_name,characteristic_value,subject,percent_entered,number_of_students,version,year
202324,Academic year,National,E92000001,England,Male,Computer science,11.5,15525,Revised,2024
202324,Academic year,National,E92000001,England,All students,Computer science,6.4,18838,Revised,2024
202324,Academic year,National,E92000001,England,Female,Zero maths/science subjects,59.4,94983,Revised,2024
202324,Academic year,National,E92000001,England,Male,Zero maths/science subjects,41.5,55824,Revised,2024
202324,Academic year,National,E92000001,England,All students,Zero maths/science subjects,51.2,150817,Revised,2024
202324,Academic year,National,E92000001,England,Female,Six maths/science subjects,NA,NA,Revised,2024
202324,Academic year,National,E92000001,England,Male,Six maths/science subjects,NA,NA,Revised,2024
202324,Academic year,National,E92000001,England,All students,Six maths/science subjects,0,1,Revised,2024
202324,Academic year,National,E92000001,England,Female,Five maths/science subjects,0,18,Revised,2024
202324,Academic year,National,E92000001,England,Male,Five maths/science subjects,0,41,Revised,2024
202324,Academic year,National,E92000001,England,All students,Five maths/science subjects,0,59,Revised,2024
202324,Academic year,National,E92000001,England,Female,Four maths/science subjects,1.2,1857,Revised,2024
202324,Academic year,National,E92000001,England,Male,Four maths/science subjects,3.7,5019,Revised,2024
202324,Academic year,National,E92000001,England,All students,Four maths/science subjects,2.3,6880,Revised,2024
202324,Academic year,National,E92000001,England,Female,Three maths/science subjects,10.2,16271,Revised,2024
202324,Academic year,National,E92000001,England,Male,Three maths/science subjects,20.7,27819,Revised,2024
202324,Academic year,National,E92000001,England,All students,Three maths/science subjects,15,44097,Revised,2024
202324,Academic year,National,E92000001,England,Female,Two maths/science subjects,24.6,39359,Revised,2024
202324,Academic year,National,E92000001,England,Male,Two maths/science subjects,39.4,52976,Revised,2024
202324,Academic year,National,E92000001,England,All students,Two maths/science subjects,31.4,92350,Revised,2024
202324,Academic year,National,E92000001,England,Female,One maths/science subject,40.6,65041,Revised,2024
202324,Academic year,National,E92000001,England,Male,One maths/science subject,58.5,78603,Revised,2024
202324,Academic year,National,E92000001,England,All students,One maths/science subject,48.8,143664,Revised,2024
202324,Academic year,National,E92000001,England,Female,Total students,100,160024,Revised,2024
202324,Academic year,National,E92000001,England,Male,Total students,100,134427,Revised,2024
202324,Academic year,National,E92000001,England,All students,Total students,100,294481,Revised,2024
202223,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & physics & computer science,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & physics & computer science,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & physics & computer science,0,1,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & physics & computer science,0,0,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & physics & computer science,0,1,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & physics & computer science,0,1,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & physics & computer science,0,0,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & physics & computer science,0,1,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & physics & computer science,0,1,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & computer science,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & computer science,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & computer science,0,2,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & physics,0,14,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & physics,0,39,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & physics,0,53,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & biology & physics & computer science,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & biology & physics & computer science,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & biology & physics & computer science,0,2,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & physics & computer science,0,4,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & physics & computer science,0,28,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & physics & computer science,0,32,Revised,2023
202223,Academic year,National,E92000001,England,Female,Biology & chemistry & physics & computer science,0,1,Revised,2023
202223,Academic year,National,E92000001,England,Male,Biology & chemistry & physics & computer science,0,6,Revised,2023
202223,Academic year,National,E92000001,England,All students,Biology & chemistry & physics & computer science,0,7,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & computer science,0,0,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & computer science,0,2,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & computer science,0,2,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & physics,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & physics,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & physics,0,54,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & biology & physics & computer science,0,0,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & biology & physics & computer science,0,2,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & biology & physics & computer science,0,2,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & chemistry & physics & computer science,0,6,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & chemistry & physics & computer science,0,28,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & chemistry & physics & computer science,0,34,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & computer science,0,20,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & computer science,0,33,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & computer science,0,53,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & physics,0.2,266,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & physics,0.3,395,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & physics,0.2,661,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & biology & physics & computer science,0,1,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & biology & physics & computer science,0,10,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & biology & physics & computer science,0,11,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & chemistry & physics & computer science,0,16,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & chemistry & physics & computer science,0.1,99,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & chemistry & physics & computer science,0,115,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry,0.3,438,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry,0.3,437,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry,0.3,875,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & biology & computer science,0,5,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & biology & computer science,0,19,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & biology & computer science,0,24,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & biology & physics,0,65,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & biology & physics,0.1,140,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & biology & physics,0.1,205,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & computer science,0,29,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & computer science,0.1,97,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & computer science,0,126,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & physics,0.4,613,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & physics,1.4,1876,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & physics,0.9,2489,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & physics & computer science,0.1,183,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & physics & computer science,1,1387,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & physics & computer science,0.5,1570,Revised,2023
202223,Academic year,National,E92000001,England,Female,Biology & chemistry & computer science,0.1,90,Revised,2023
202223,Academic year,National,E92000001,England,Male,Biology & chemistry & computer science,0.2,270,Revised,2023
202223,Academic year,National,E92000001,England,All students,Biology & chemistry & computer science,0.1,360,Revised,2023
202223,Academic year,National,E92000001,England,Female,Biology & chemistry & physics,0.5,868,Revised,2023
202223,Academic year,National,E92000001,England,Male,Biology & chemistry & physics,0.9,1161,Revised,2023
202223,Academic year,National,E92000001,England,All students,Biology & chemistry & physics,0.7,2029,Revised,2023
202223,Academic year,National,E92000001,England,Female,Biology & physics & computer science,0,10,Revised,2023
202223,Academic year,National,E92000001,England,Male,Biology & physics & computer science,0,50,Revised,2023
202223,Academic year,National,E92000001,England,All students,Biology & physics & computer science,0,60,Revised,2023
202223,Academic year,National,E92000001,England,Female,Chemistry & physics & computer science,0,24,Revised,2023
202223,Academic year,National,E92000001,England,Male,Chemistry & physics & computer science,0.1,163,Revised,2023
202223,Academic year,National,E92000001,England,All students,Chemistry & physics & computer science,0.1,187,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry,0.3,440,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry,0.3,438,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry,0.3,878,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & biology & computer science,0,5,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & biology & computer science,0,19,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & biology & computer science,0,24,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & biology & physics,0,65,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & biology & physics,0.1,141,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & biology & physics,0.1,206,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & chemistry & computer science,0,31,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & chemistry & computer science,0.1,97,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & chemistry & computer science,0,128,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & chemistry & physics,0.4,616,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & chemistry & physics,1.4,1885,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & chemistry & physics,0.9,2501,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & physics & computer science,0.1,185,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & physics & computer science,1.1,1390,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & physics & computer science,0.5,1575,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & biology & chemistry,6.1,9688,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & biology & chemistry,5.5,7301,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & biology & chemistry,5.9,16989,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & biology & computer science,0.1,98,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & biology & computer science,0.2,263,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & biology & computer science,0.1,361,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & biology & physics,0.4,655,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & biology & physics,1,1361,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & biology & physics,0.7,2016,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & chemistry & computer science,0.1,151,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & chemistry & computer science,0.4,548,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & chemistry & computer science,0.2,699,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & chemistry & physics,1.3,2057,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & chemistry & physics,4.5,6009,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & chemistry & physics,2.8,8066,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & biology,0.4,612,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & biology,0.5,643,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & biology,0.4,1255,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry,0.9,1397,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry,2.1,2814,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry,1.5,4211,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & computer science,0.3,403,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & computer science,1.8,2337,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & computer science,0.9,2740,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths & physics,1.1,1808,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths & physics,4.9,6490,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths & physics,2.9,8298,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & physics & computer science,0.3,538,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & physics & computer science,3.6,4701,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & physics & computer science,1.8,5239,Revised,2023
202223,Academic year,National,E92000001,England,Female,Biology & chemistry,15.2,24090,Revised,2023
202223,Academic year,National,E92000001,England,Male,Biology & chemistry,10.5,13857,Revised,2023
202223,Academic year,National,E92000001,England,All students,Biology & chemistry,13.1,37947,Revised,2023
202223,Academic year,National,E92000001,England,Female,Biology & computer science,0.2,254,Revised,2023
202223,Academic year,National,E92000001,England,Male,Biology & computer science,0.6,806,Revised,2023
202223,Academic year,National,E92000001,England,All students,Biology & computer science,0.4,1060,Revised,2023
202223,Academic year,National,E92000001,England,Female,Biology & physics,0.9,1446,Revised,2023
202223,Academic year,National,E92000001,England,Male,Biology & physics,1.9,2524,Revised,2023
202223,Academic year,National,E92000001,England,All students,Biology & physics,1.4,3970,Revised,2023
202223,Academic year,National,E92000001,England,Female,Chemistry & computer science,0.2,260,Revised,2023
202223,Academic year,National,E92000001,England,Male,Chemistry & computer science,0.7,976,Revised,2023
202223,Academic year,National,E92000001,England,All students,Chemistry & computer science,0.4,1236,Revised,2023
202223,Academic year,National,E92000001,England,Female,Chemistry & physics,1.8,2811,Revised,2023
202223,Academic year,National,E92000001,England,Male,Chemistry & physics,5.4,7160,Revised,2023
202223,Academic year,National,E92000001,England,All students,Chemistry & physics,3.4,9971,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & biology,0.4,614,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & biology,0.5,644,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & biology,0.4,1258,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & chemistry,0.9,1403,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & chemistry,2.1,2825,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & chemistry,1.5,4228,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & computer science,0.3,407,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & computer science,1.8,2341,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & computer science,0.9,2748,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths & physics,1.1,1816,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths & physics,4.9,6516,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths & physics,2.9,8332,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & biology,8.1,12831,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & biology,7.9,10400,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & biology,8,23231,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & chemistry,8.7,13807,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & chemistry,11.9,15748,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & chemistry,10.2,29555,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & computer science,1.1,1687,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & computer science,7.2,9571,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & computer science,3.9,11258,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & further maths,2.4,3838,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & further maths,7.5,9860,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & further maths,4.7,13698,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths & physics,4,6307,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths & physics,17.4,23011,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths & physics,10.1,29318,Revised,2023
202223,Academic year,National,E92000001,England,Female,Physics & computer science,0.4,584,Revised,2023
202223,Academic year,National,E92000001,England,Male,Physics & computer science,4,5245,Revised,2023
202223,Academic year,National,E92000001,England,All students,Physics & computer science,2,5829,Revised,2023
202223,Academic year,National,E92000001,England,Female,Maths,20.3,32016,Revised,2023
202223,Academic year,National,E92000001,England,Male,Maths,40.5,53611,Revised,2023
202223,Academic year,National,E92000001,England,All students,Maths,29.5,85627,Revised,2023
202223,Academic year,National,E92000001,England,Female,Further maths,2.4,3864,Revised,2023
202223,Academic year,National,E92000001,England,Male,Further maths,7.5,9905,Revised,2023
202223,Academic year,National,E92000001,England,All students,Further maths,4.7,13769,Revised,2023
202223,Academic year,National,E92000001,England,Female,Biology,26.2,41406,Revised,2023
202223,Academic year,National,E92000001,England,Male,Biology,18,23791,Revised,2023
202223,Academic year,National,E92000001,England,All students,Biology,22.5,65197,Revised,2023
202223,Academic year,National,E92000001,England,Female,Chemistry,18.9,29821,Revised,2023
202223,Academic year,National,E92000001,England,Male,Chemistry,18.1,23912,Revised,2023
202223,Academic year,National,E92000001,England,All students,Chemistry,18.5,53733,Revised,2023
202223,Academic year,National,E92000001,England,Female,Physics,4.9,7697,Revised,2023
202223,Academic year,National,E92000001,England,Male,Physics,20,26457,Revised,2023
202223,Academic year,National,E92000001,England,All students,Physics,11.8,34154,Revised,2023
202223,Academic year,National,E92000001,England,Female,Computer science,1.6,2570,Revised,2023
202223,Academic year,National,E92000001,England,Male,Computer science,10.9,14451,Revised,2023
202223,Academic year,National,E92000001,England,All students,Computer science,5.9,17021,Revised,2023
202223,Academic year,National,E92000001,England,Female,Zero maths/science subjects,59.9,94779,Revised,2023
202223,Academic year,National,E92000001,England,Male,Zero maths/science subjects,43.9,57989,Revised,2023
202223,Academic year,National,E92000001,England,All students,Zero maths/science subjects,52.6,152771,Revised,2023
202223,Academic year,National,E92000001,England,Female,Six maths/science subjects,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,Male,Six maths/science subjects,NA,NA,Revised,2023
202223,Academic year,National,E92000001,England,All students,Six maths/science subjects,0,1,Revised,2023
202223,Academic year,National,E92000001,England,Female,Five maths/science subjects,0,18,Revised,2023
202223,Academic year,National,E92000001,England,Male,Five maths/science subjects,0.1,68,Revised,2023
202223,Academic year,National,E92000001,England,All students,Five maths/science subjects,0,86,Revised,2023
202223,Academic year,National,E92000001,England,Female,Four maths/science subjects,1,1585,Revised,2023
202223,Academic year,National,E92000001,England,Male,Four maths/science subjects,3.2,4289,Revised,2023
202223,Academic year,National,E92000001,England,All students,Four maths/science subjects,2,5874,Revised,2023
202223,Academic year,National,E92000001,England,Female,Three maths/science subjects,9.4,14878,Revised,2023
202223,Academic year,National,E92000001,England,Male,Three maths/science subjects,18.8,24796,Revised,2023
202223,Academic year,National,E92000001,England,All students,Three maths/science subjects,13.7,39674,Revised,2023
202223,Academic year,National,E92000001,England,Female,Two maths/science subjects,23.8,37572,Revised,2023
202223,Academic year,National,E92000001,England,Male,Two maths/science subjects,36.9,48748,Revised,2023
202223,Academic year,National,E92000001,England,All students,Two maths/science subjects,29.7,86320,Revised,2023
202223,Academic year,National,E92000001,England,Female,One maths/science subject,40.1,63321,Revised,2023
202223,Academic year,National,E92000001,England,Male,One maths/science subject,56.1,74225,Revised,2023
202223,Academic year,National,E92000001,England,All students,One maths/science subject,47.4,137546,Revised,2023
202223,Academic year,National,E92000001,England,Female,Total students,100,158100,Revised,2023
202223,Academic year,National,E92000001,England,Male,Total students,100,132214,Revised,2023
202223,Academic year,National,E92000001,England,All students,Total students,100,290317,Revised,2023
202122,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & computer science,NA,NA,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & computer science,NA,NA,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & computer science,0,1,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & physics,0,13,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & physics,0,18,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & physics,0,31,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & biology & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & biology & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & biology & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & physics & computer science,0,4,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & physics & computer science,0,8,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & physics & computer science,0,12,Revised,2022
202122,Academic year,National,E92000001,England,Female,Biology & chemistry & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Male,Biology & chemistry & physics & computer science,0,5,Revised,2022
202122,Academic year,National,E92000001,England,All students,Biology & chemistry & physics & computer science,0,5,Revised,2022
202122,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & computer science,0,1,Revised,2022
202122,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & computer science,0,1,Revised,2022
202122,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & physics,0,14,Revised,2022
202122,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & physics,0,26,Revised,2022
202122,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & physics,0,40,Revised,2022
202122,Academic year,National,E92000001,England,Female,Further maths & biology & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Male,Further maths & biology & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,All students,Further maths & biology & physics & computer science,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Female,Further maths & chemistry & physics & computer science,NA,NA,Revised,2022
202122,Academic year,National,E92000001,England,Male,Further maths & chemistry & physics & computer science,NA,NA,Revised,2022
202122,Academic year,National,E92000001,England,All students,Further maths & chemistry & physics & computer science,0,13,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & computer science,0,5,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & computer science,0,30,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & computer science,0,35,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & physics,0.2,306,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & physics,0.3,413,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & physics,0.3,719,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & biology & physics & computer science,0,1,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & biology & physics & computer science,0,5,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & biology & physics & computer science,0,6,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & chemistry & physics & computer science,0,13,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & chemistry & physics & computer science,0.1,73,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & chemistry & physics & computer science,0,86,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry,0.2,343,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry,0.3,338,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry,0.2,681,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & biology & computer science,0,1,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & biology & computer science,0,12,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & biology & computer science,0,13,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & biology & physics,0,61,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & biology & physics,0.1,110,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & biology & physics,0.1,171,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & computer science,0,28,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & computer science,0.1,80,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & computer science,0,108,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & physics,0.4,596,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & physics,1.3,1720,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & physics,0.8,2316,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths & physics & computer science,0.1,167,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths & physics & computer science,0.9,1167,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths & physics & computer science,0.5,1334,Revised,2022
202122,Academic year,National,E92000001,England,Female,Biology & chemistry & computer science,0,67,Revised,2022
202122,Academic year,National,E92000001,England,Male,Biology & chemistry & computer science,0.2,202,Revised,2022
